description,completed,value,new_balance
,2016-06-30T17:32:41Z,2714.14HKD,9734.61HKD
,2016-06-30T07:16:53Z,2941.32HKD,7020.47HKD
,2016-06-21T16:33:31Z,45962.60HKD,4079.15HKD
,2016-06-21T12:26:14Z,19874.67HKD,-41883.45HKD
Transfer,2016-06-21T12:12:03Z,-7691.12HKD,-61758.12HKD
,2016-06-21T09:09:04Z,4739.48HKD,-54067.00HKD
,2016-06-16T21:53:32Z,2714.14HKD,-58806.48HKD
Transfer,2016-06-16T15:07:47Z,-3993.48HKD,-61520.62HKD
,2016-06-14T18:14:27Z,-587.59HKD,-57527.14HKD
,2016-06-14T16:36:41Z,498.22HKD,-56939.55HKD
,2016-06-14T08:43:44Z,4371.02HKD,-57437.77HKD
,2016-06-11T01:07:02Z,-603.06HKD,-61808.79HKD
,2016-06-07T14:23:17Z,19874.67HKD,-61205.73HKD
,2016-06-07T09:28:50Z,2714.14HKD,-81080.40HKD
,2016-06-07T08:30:20Z,-443.08HKD,-83794.54HKD
Estate Agent,2016-06-07T07:43:29Z,7896.56HKD,-83351.46HKD
London arttraction,2016-06-05T13:56:26Z,-2688.87HKD,-91248.02HKD
Spa,2016-06-05T10:13:33Z,-5312.83HKD,-88559.15HKD
Shopping,2016-06-04T18:24:22Z,-534.57HKD,-83246.32HKD
Shopping,2016-06-04T05:48:32Z,-407.62HKD,-82711.75HKD
Transfer Ref FG76912,2016-06-01T22:23:09Z,-40099.56HKD,-82304.13HKD
Rent,2016-06-01T21:47:53Z,-5312.83HKD,-42204.57HKD
Gas/Elec,2016-06-01T21:08:19Z,-2688.87HKD,-36891.74HKD
Shopping,2016-06-01T18:46:10Z,-1506.59HKD,-34202.87HKD
Business Rates,2016-06-01T16:55:44Z,-1808.09HKD,-32696.28HKD
Transfer Ref FG90112,2016-06-01T01:50:17Z,-42741.08HKD,-30888.19HKD
,2016-03-30T12:15:34Z,2941.32HKD,11852.89HKD
,2016-03-30T10:36:10Z,2714.14HKD,8911.57HKD
,2016-03-28T23:49:31Z,19874.67HKD,6197.43HKD
,2016-03-28T00:42:32Z,45962.60HKD,-13677.24HKD
,2016-03-25T11:03:01Z,4739.48HKD,-59639.84HKD
Transfer,2016-03-25T09:11:26Z,-7691.12HKD,-64379.32HKD
,2016-03-24T09:59:56Z,2714.14HKD,-56688.20HKD
Transfer,2016-03-24T00:26:21Z,-3993.48HKD,-59402.34HKD
Mobile,2016-03-21T22:37:36Z,-587.59HKD,-55408.86HKD
,2016-03-21T17:45:09Z,498.22HKD,-54821.27HKD
,2016-03-19T20:13:42Z,4371.02HKD,-55319.49HKD
,2016-03-17T15:18:45Z,-443.08HKD,-59690.51HKD
,2016-03-17T09:47:47Z,-603.06HKD,-59247.43HKD
Estate Agent,2016-03-16T16:50:57Z,7896.56HKD,-58644.37HKD
,2016-03-15T19:04:07Z,2714.14HKD,-66540.93HKD
,2016-03-14T06:28:12Z,19874.67HKD,-69255.07HKD
Shopping,2016-03-12T15:41:07Z,-407.62HKD,-89129.74HKD
London arttraction,2016-03-12T08:29:25Z,-2688.87HKD,-88722.12HKD
Filling Station,2016-03-12T06:41:23Z,-534.57HKD,-86033.25HKD
Spa,2016-03-12T00:03:44Z,-5312.83HKD,-85498.68HKD
Transfer Ref QW164924,2016-03-01T20:32:53Z,-42741.08HKD,-80185.85HKD
BT,2016-03-01T19:09:38Z,-1506.59HKD,-37444.77HKD
